ProbeID	SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B
NM_016339_3241	NM_016339_3241	RAPGEFL1	-2.14134730961672	1.53516094808503	-18.8902814338285	1.90088783679147e-11	7.00448366526798e-09	16.6992461464473
NM_080927_5904	NM_080927_5904	DCBLD2	2.15268995341672	1.04123759203377	18.7913243748538	2.04228350856901e-11	7.4131843176714e-09	16.6292450068152
NM_144698_3026	NM_144698_3026	ANKRD35	-2.18879030861318	1.28048153406705	-18.7544217542033	2.09785223337313e-11	7.50290681112273e-09	16.6030376996887
NM_005754_1586	NM_005754_1586	G3BP1	1.12227776536471	0.268160350739546	18.6906328762592	2.19775035565502e-11	7.74627371732319e-09	16.5576039744778
NM_004044_1763	NM_004044_1763	ATIC	1.06859886722396	-0.394851233891573	18.4674600970634	2.58921958267447e-11	8.99568860723474e-09	16.3973150783022
NM_145311_549	NM_145311_549	CRYZL1.2	0.955373954501776	-0.553453655091411	18.33202389374	2.86260408544542e-11	9.80542695183559e-09	16.2990166493776
NM_006997_3502	NM_006997_3502	TACC2	-1.7886836743394	1.37081264856021	-18.2663733032444	3.00607120947582e-11	1.00484737955234e-08	16.2510860045188
NM_006392_2A04	NM_006392_2A04	NOL5A	1.55833713228228	-0.159375044561454	18.2618677571475	3.01619484816286e-11	1.00484737955234e-08	16.2477897692655
NM_001511_1004	NM_001511_1004	CXCL1	3.88243144097345	0.821032122190257	18.1809337351467	3.20438590728975e-11	1.05009194341056e-08	16.1884295173061
NM_178435_70	NM_178435_70	LCE3E	-2.01215726363853	1.19494729303538	-18.1668649928148	3.23835920048486e-11	1.05009194341056e-08	16.1780819892435
NM_001084_2778	NM_001084_2778	PLOD3	1.37454009459019	-1.19595703698267	18.1393606200945	3.30589289831351e-11	1.05788572746032e-08	16.1578277269244
NM_001408_10406	NM_001408_10406	CELSR2	-1.23331972630775	0.0278770545373078	-18.0426851575375	3.55545686324826e-11	1.12297027161296e-08	16.0863736716449
NM_005151_1499	NM_005151_1499	USP14	1.39409365376905	0.169120102854972	18.0043085067908	3.66003648840497e-11	1.14118060766678e-08	16.0578952894856
NM_006392_413	NM_006392_413	NOL5A.3	1.47421098572235	-0.18950139795003	17.9135410811594	3.92068214283833e-11	1.2069745533396e-08	15.9902800097007
NM_139182_4286	NM_139182_4286	CENTD1.1	-1.71764335552004	1.49807223868148	-17.8692531844852	4.05498915084423e-11	1.23271670185665e-08	15.9571558253946
NM_016059_1524	NM_016059_1524	PPIL1	1.54991945436354	-0.653067852694783	17.7813045711361	4.33648505502706e-11	1.30201625355874e-08	15.8911164521515
BC014300_683	BC014300_683	CTNNBIP1	-1.4757749360455	2.07500765911632	-17.7275226525163	4.5188487408923e-11	1.33868653799724e-08	15.8505609180609
AK095036_568	AK095036_568	SPAG16	-0.890577841553085	0.544680237573733	-17.7132212058799	4.56870816832941e-11	1.33868653799724e-08	15.8397545656683
NM_153687_1983	NM_153687_1983	IKIP	1.03805459451787	-0.418127302197013	17.6119681014382	4.93895489796347e-11	1.41533487472917e-08	15.7629806172682
NM_173546_1824	NM_173546_1824	KLHDC8B	-1.60226451972723	0.446045818532426	-17.6099405058248	4.94668850131495e-11	1.41533487472917e-08	15.7614384419886
NM_032359_901	NM_032359_901	C3orf26	1.30249689840923	-0.182916449035699	17.5372639734724	5.23260572769228e-11	1.46995012239382e-08	15.7060366864105
NM_024322_1531	NM_024322_1531	CENPO	1.40745022981919	-0.201891056048076	17.5309031331048	5.25845644112919e-11	1.46995012239382e-08	15.7011762233274
NM_016448_4088	NM_016448_4088	DTL.1	2.16430502853613	-1.96276260240747	17.4937247937739	5.41230371670858e-11	1.49576393625401e-08	15.6727300629534
NM_016101_688	NM_016101_688	NIP7	1.06484525554472	0.264535171587747	17.363788987127	5.98886882278896e-11	1.63082083841652e-08	15.5728089587156
NM_015934_1144	NM_015934_1144	NOP5/NOP58	1.83070257666181	-0.550082498926936	17.3526343985906	6.04133466907095e-11	1.63082083841652e-08	15.5641943294407
NM_144670_500	NM_144670_500	A2ML1.1	-2.39199960730368	2.33434386688335	-17.3398298243499	6.10216678848286e-11	1.63082083841652e-08	15.5542982342651
BC012900_1899	BC012900_1899	BC012900_1899	1.41085666347082	-0.0238571303308969	17.2792497248989	6.3989694107113e-11	1.67556359616758e-08	15.50737404718
NM_152386_1151	NM_152386_1151	SGPP2	-1.25132388025226	0.91915561422254	-17.2775775810611	6.40737723863426e-11	1.67556359616758e-08	15.5060763843645
NM_004364_814	NM_004364_814	CEBPA	-1.42980605760313	0.716597589959434	-17.2547764371094	6.5232095850819e-11	1.68770699052332e-08	15.4883684361601
NM_003115_2098	NM_003115_2098	UAP1	1.6448238858129	0.846307303397015	17.1380319350744	7.1523556837329e-11	1.83100305503562e-08	15.397315161277
NM_014096_1162	NM_014096_1162	SLC43A3	2.35737404295996	-0.784542707778525	17.0984225731202	7.38027998101529e-11	1.86967092852387e-08	15.3662746084741
NM_138788_569	NM_138788_569	TMEM45B	-1.73819907350307	0.785376276436532	-17.0106511575988	7.91343467877112e-11	1.98406939574962e-08	15.2972221877342
NM_005980_151	NM_005980_151	S100P	-4.64958895026836	0.0734920804709011	-16.9309307087007	8.43339579622546e-11	2.08272659705306e-08	15.2341804936217
AK074948_3383	AK074948_3383	LOC201725	1.46862505001999	-0.957844335644702	16.9243076863562	8.47820448635907e-11	2.08272659705306e-08	15.2289291908436
NM_001235_1782	NM_001235_1782	SERPINH1	1.72688690254485	-1.01285211579055	16.9108482925046	8.57005012223309e-11	2.08423618972709e-08	15.218250823378
BC018779_1822	BC018779_1822	PNO1	1.2720690116766	-0.0840940024056695	16.8641328012218	8.89716169950154e-11	2.14236606467205e-08	15.1811190574723
NM_002257_755	NM_002257_755	KLK1	-2.09829098891172	0.882452832793168	-16.771037572753	9.58944780936243e-11	2.28642520317347e-08	15.1068023195557
XM_050564_671	XM_050564_671	NY-SAR-48	1.60151921892566	-0.791110247541647	16.711061828028	1.00657413213594e-10	2.37668765956758e-08	15.0586972227064
NM_012446_1327	NM_012446_1327	SSBP2.3	-1.85374634410584	-0.980415486942282	-16.6160117026879	1.08730303898335e-10	2.54261633731491e-08	14.9820921782359
XM_297816_541	XM_297816_541	RSPO4	-1.45794624197808	0.920780037571266	-16.5780563032126	1.12144617193189e-10	2.58462667682037e-08	14.9513755253864
AF007170_2493	AF007170_2493	C1orf34	-1.84583805518625	0.596639905240126	-16.572517961261	1.12652314039046e-10	2.58462667682037e-08	14.9468873656593
NM_152792_1443	NM_152792_1443	ASPRV1	-2.05491782097511	1.23753735820094	-16.5387261888443	1.15803610011152e-10	2.63209700511328e-08	14.9194695997515
NM_000343_2106	NM_000343_2106	SLC5A1	-2.67016449107319	1.50350190715826	-16.4582848568104	1.2369007741023e-10	2.78531729871925e-08	14.8539683690937
NM_015634_1986	NM_015634_1986	KIAA1279	1.15237548161187	0.293853136515429	16.4421741845922	1.2533738468401e-10	2.79651852799553e-08	14.8408102304626
BC052272_743	BC052272_743	CCDC137	1.04987529187658	-0.195648663578941	16.4216253739334	1.2747254058448e-10	2.81830198819506e-08	14.824008037638
NM_000576_884	NM_000576_884	IL1B	2.88640192433869	1.82384768294242	16.3280327237817	1.3770040463537e-10	3.01700346011909e-08	14.7472054227311
NM_001885_129	NM_001885_129	CRYAB	-2.12559677031063	1.02407848512934	-16.2773391431616	1.43602816029196e-10	3.11823257663396e-08	14.7054170427755
NM_031477_196	NM_031477_196	YPEL3	-1.21013823183155	0.471399471350473	-16.2631499585194	1.45302846693846e-10	3.12722586866755e-08	14.6936965246724
NM_174947_632	NM_174947_632	C19orf30	-0.810795661283757	0.375577376011537	-16.2424769855815	1.47818257227164e-10	3.15345615417951e-08	14.67660151361
X03910_548	X03910_548	HNRPD.1	1.55195304305993	-0.694653327703171	16.2267101667726	1.49767925763156e-10	3.16726604744344e-08	14.6635485397802
NM_032514_911	NM_032514_911	MAP1LC3A	-0.981202771229451	0.406437978818954	-16.053330555826	1.73112636445866e-10	3.62939596410644e-08	14.5191502774762
NM_001139_2098	NM_001139_2098	ALOX12B	-2.7685594563122	1.52535346057204	-15.9981312896099	1.81336961013966e-10	3.76932896740142e-08	14.4728437557175
NM_006714_1135	NM_006714_1135	SMPDL3A	-2.02615297624966	0.99895123054312	-15.9592519287627	1.87379427810075e-10	3.81432892158075e-08	14.4401302401071
NM_006372_1531	NM_006372_1531	SYNCRIP	1.1236725137493	0.482788609427976	15.9480417657848	1.89161298534821e-10	3.81432892158075e-08	14.4306828334004
NM_005474_3224	NM_005474_3224	HDAC5	-1.16739509857068	0.346434883609526	-15.9467243491752	1.89371887833512e-10	3.81432892158075e-08	14.429572132404
NM_014632_3761	NM_014632_3761	MICAL2.2	1.50231901174747	0.146628928231634	15.9442043273027	1.89775410983253e-10	3.81432892158075e-08	14.4274472668914
NM_017858_351	NM_017858_351	TIPIN	1.57373174288403	-0.444441523146914	15.930364242628	1.92007996140912e-10	3.8275692345467e-08	14.4157713130025
NM_052937_3614	NM_052937_3614	PCMTD1	-1.49461453150171	0.133252225172619	-15.9022699232448	1.96626612858785e-10	3.88777172741923e-08	14.3920382936628
NM_032730_1423	NM_032730_1423	RTN4IP1	1.31012182697994	-0.208839600771357	15.8783368569758	2.00654652781469e-10	3.92701702506474e-08	14.3717869435562
NM_018109_1967	NM_018109_1967	PAPD1	0.838628796407158	-0.258224277081746	15.8713861032169	2.01840924396831e-10	3.92701702506474e-08	14.3658996471145
NM_001878_885	NM_001878_885	CRABP2	-1.91734243101497	0.313780085069961	-15.8549304055516	2.04679315111905e-10	3.95063566946152e-08	14.3519512217379
NM_138278_1571	NM_138278_1571	BNIPL	-1.66523331696301	0.98162359397116	-15.8429452876183	2.06773378509963e-10	3.95962879162387e-08	14.3417829745451
NM_003642_1279	NM_003642_1279	HAT1	1.35135019222839	-0.416069869260663	15.8087514113392	2.12874419648209e-10	4.0120486439696e-08	14.3127297799609
NM_052943_1737	NM_052943_1737	FAM46B	-1.75428719309734	2.18180003925551	-15.8042123632842	2.13698628413624e-10	4.0120486439696e-08	14.3088683442243
NM_002759_1781	NM_002759_1781	EIF2AK2	1.04980098044223	-0.35433256278026	15.800036826168	2.14459837054296e-10	4.0120486439696e-08	14.3053151609126
NM_006963_183	NM_006963_183	ZNF22	0.856416992029804	-0.546716886312	15.749482057673	2.23909127139881e-10	4.11758552626863e-08	14.2622198994078
NM_006452_2968	NM_006452_2968	PAICS	1.54448985676538	-1.07271862710284	15.7494657811661	2.23912239978576e-10	4.11758552626863e-08	14.2622060020283
NM_021101_2478	NM_021101_2478	CLDN1	-1.8479281685793	3.25933356379059	-15.7411213207055	2.25514191122535e-10	4.11758552626863e-08	14.2550793339294
NM_004428_848	NM_004428_848	EFNA1	-1.05451263154424	0.13083233686492	-15.7340899818615	2.26873544621709e-10	4.11758552626863e-08	14.2490711849549
NM_012399_2672	NM_012399_2672	PITPNB	0.97828438111833	0.453890118467405	15.7023940308885	2.33110685607926e-10	4.19944583258131e-08	14.2219538608
NM_006784_2968	NM_006784_2968	WDR3	1.7186747136436	-0.836364993991349	15.6403219577779	2.45861410966186e-10	4.39658052551296e-08	14.168687951961
NM_004301_1311	NM_004301_1311	ACTL6A	1.10312313311724	-0.253641380140341	15.627395776587	2.48609120511766e-10	4.41326555536215e-08	14.1575687898629
NM_004251_942	NM_004251_942	RAB9A	-1.15076102107647	1.18393770097817	-15.6137728507065	2.51540425414974e-10	4.43294430876244e-08	14.1458402495317
NM_000772_94	NM_000772_94	CYP2C18	-1.19941353419082	0.589576481641609	-15.5642372400791	2.62513920291526e-10	4.5930493104244e-08	14.1031059633325
NM_148842_1287	NM_148842_1287	WBSCR16.1	0.910651349966461	-0.29196289394703	15.5418839231171	2.67631999820716e-10	4.61816771881197e-08	14.0837769639878
NM_002015_5538	NM_002015_5538	FOXO1.1	-1.1742101927191	0.646560523263771	-15.5413852319746	2.67747388302832e-10	4.61816771881197e-08	14.0833454251244
NM_006810_1479	NM_006810_1479	PDIA5	0.898830079794302	-0.29076684873338	15.5228034247592	2.72084950471235e-10	4.6344293168046e-08	14.0672558597974
NM_005319_477	NM_005319_477	HIST1H1C	-2.27196756653517	-1.24044041131056	-15.5210360560768	2.72501394861454e-10	4.6344293168046e-08	14.0657245274198
NM_018518_4363	NM_018518_4363	MCM10	2.51704898929699	-1.24588709198529	15.4848558951592	2.81177649707363e-10	4.74877808394658e-08	14.0343377616957
NM_003384_123	NM_003384_123	VRK1	1.8903031848423	-0.830361686127807	15.4674006129162	2.85468497660436e-10	4.78799576765642e-08	14.0191687365647
AJ237724_3087	AJ237724_3087	SLC19A2	-1.02269882222906	-0.347118790324433	-15.4262766487922	2.95856135668177e-10	4.92823371195209e-08	13.9833631155177
NM_006938_283	NM_006938_283	SNRPD1	1.92955376068832	-0.621266450502272	15.392812277981	3.04606509980048e-10	5.03947641001004e-08	13.95415584646
NM_002820_488	NM_002820_488	PTHLH.1	2.28283848180535	2.40905299105665	15.3728719966558	3.09951483519652e-10	5.03948532560712e-08	13.936721981213
NM_018404_578	NM_018404_578	CENTA2	-1.08460732045188	0.590362956304527	-15.3702430848363	3.10663590846623e-10	5.03948532560712e-08	13.9344218249966
NM_022917_4475	NM_022917_4475	NOL6	1.50745610334092	0.169184955628214	15.3696535553197	3.10823519260308e-10	5.03948532560712e-08	13.9339059643929
NM_007363_2526	NM_007363_2526	NONO	1.02485840545576	-1.48393589849943	15.3503015250399	3.16122425826396e-10	5.09145522920394e-08	13.9169612076605
NM_004111_1605	NM_004111_1605	FEN1	1.98026617063366	-1.46762976699749	15.3237768817681	3.23542405315954e-10	5.16424529799956e-08	13.8937013295007
NM_018077_2535	NM_018077_2535	RBM28	1.07601189799702	-0.149815282198152	15.3190334886085	3.24888787250794e-10	5.16424529799956e-08	13.8895375319335
NM_016464_1024	NM_016464_1024	TMEM138	0.921544550752834	-0.0902801953856984	15.3111591479904	3.27137080682955e-10	5.16621675468147e-08	13.882622512629
NM_006392_2G03	NM_006392_2G03	NOL5A.1	1.42345159683082	-0.247234615208104	15.2829908887489	3.353165660004e-10	5.24826258727732e-08	13.8578568462763
NM_001540_63	NM_001540_63	HSPB1	-2.67497185973498	1.54918711581693	-15.2784737406461	3.3664842253917e-10	5.24826258727732e-08	13.8538811088762
NM_005438_843	NM_005438_843	FOSL1	-1.41398626163636	0.812710280328664	-15.2621910273714	3.41496313546036e-10	5.28993015633095e-08	13.8395402475906
NM_031437_3244	NM_031437_3244	RASSF5	-2.53501949710878	0.426975843888542	-15.2448846600022	3.467307143956e-10	5.33701960386139e-08	13.8242810701873
NM_005381_1985	NM_005381_1985	NCL	1.37563088183782	-0.184150831653439	15.2237149780299	3.53250223013984e-10	5.38676722943163e-08	13.8055920718252
NM_024918_1677	NM_024918_1677	DSN1	1.34489830990737	-1.51559777833955	15.2174207700817	3.55213737041208e-10	5.38676722943163e-08	13.800030429745
NM_003016_619	NM_003016_619	SFRS2	1.5480938815121	-0.179805547770192	15.2076866533047	3.58273306454306e-10	5.38676722943163e-08	13.7914247260312
NM_003869_1078	NM_003869_1078	CES2	-1.57506234814452	1.48260248162798	-15.2059488022882	3.58822488144705e-10	5.38676722943163e-08	13.7898877555995
NM_022751_2561	NM_022751_2561	FAM59A.1	-1.12420280450091	0.446832349823596	-15.1597529472856	3.73755039347842e-10	5.57651690609787e-08	13.7489675045076
XM_037447_5938	XM_037447_5938	SBF1	-1.03966884240063	0.963042364413056	-15.145783573226	3.78400020965161e-10	5.61139543284922e-08	13.7365690100914
NM_020765_15235	NM_020765_15235	UBR4.1	-2.09141572141638	1.56040378042301	-15.1298581117521	3.8377063852657e-10	5.65654662361586e-08	13.7224205164756
NM_024834_3296	NM_024834_3296	C10orf119	0.930936234747524	-0.240046642278625	15.1212852488454	3.86695313556939e-10	5.66257484870816e-08	13.7147980864063
NM_017840_1053	NM_017840_1053	MRPL16	2.20912573946746	-0.644801142050995	15.1042966474675	3.92561521756698e-10	5.66257484870816e-08	13.6996802384838
NM_002916_1248	NM_002916_1248	RFC4	1.80296383469952	-1.35541590212183	15.1032508290856	3.92925733243088e-10	5.66257484870816e-08	13.6987490319174
NM_006528_657	NM_006528_657	TFPI2	3.75838328422475	-1.94508019202531	15.101623798819	3.93493071312368e-10	5.66257484870816e-08	13.6973001814867
AK023620_2107	AK023620_2107	WDR32	-1.00459064935821	0.365049045988894	-15.0944583692223	3.96002040346023e-10	5.66515860071487e-08	13.6909176095965
NM_002957_5020	NM_002957_5020	RXRA.1	-1.22276714934439	0.366417104658701	-15.0750918541015	4.02868968358349e-10	5.71658189345164e-08	13.6736519173622
NM_002902_988	NM_002902_988	RCN2	0.89177797552194	0.0238374789696909	15.0711066239753	4.04297732596087e-10	5.71658189345164e-08	13.6700962624887
NM_014321_844	NM_014321_844	ORC6L	1.23634855256833	-0.591841427763682	15.0479505525535	4.12707167806312e-10	5.80175625494191e-08	13.6494177542503
NM_005090_3283	NM_005090_3283	LOC100137047	-2.64139409373785	1.40299361766477	-15.0373200362224	4.1663008041004e-10	5.82324342274263e-08	13.6399140702232
NM_152653_1407	NM_152653_1407	UBE2E2	-0.839665359453355	1.29708922413139	-15.0132956102125	4.25642907012151e-10	5.91522028487743e-08	13.6184116765989
NM_004915_2637	NM_004915_2637	ABCG1	-2.2370699965366	0.596798492341868	-14.9965137816601	4.32061879594192e-10	5.97030960893792e-08	13.6033713382477
